MWL,Mineral Wells,Texas, United States,Mineral Wells,
MWM,Windom,Minnesota, United States,Windom,
MWN,Mwadui,Tanzania,,Mwadui,
MWO,Middletown,Ohio, United States,Middletown,
MWQ,Magway,Myanmar,,Magway,
MWR,Motswari,South Africa,,Motswari,
MWT,Moolawatana Station,South Australia, Australia,Moolawatana Station,
MWU,Mussau Island,Papua New Guinea,,Mussau Island,
MWV,Senmonorom,Cambodia,,Senmonorom,
MWX,Muan,South Korea,,Muan,
MWY,Miranda Downs,Queensland, Australia,Miranda Downs,
MWZ,Mwanza,Tanzania,,Mwanza,
MXA,Manila,Arkansas, United States,Manila,
MXB,Masamba,Indonesia,,Masamba,
MXC,Monticello,Utah, United States,Monticello,
MXD,Marion Downs Station,Queensland, Australia,Marion Downs Station,
MXE,Laurinburg/Maxton,North Carolina, United States,Laurinburg/Maxton,
MXF,Montgomery,Alabama, United States,Montgomery,
MXG,Marlborough,Massachusetts, United States,Marlborough,
MXH,Moro,Papua New Guinea,,Moro,
MXI,Mati,Philippines,,Mati,
MXJ,Minna,Nigeria,,Minna,
MXK,Mindik,Papua New Guinea,,Mindik,
MXL,Mexicali,Baja California, Mexico,Mexicali,
MXM,Morombe,Madagascar,,Morombe,
MXN,Morlaix,Brittany, France,Morlaix,
MXO,Monticello,Iowa, United States,Monticello,
MXP,Milan,Lombardy, Italy,Milan,
MXR,Myrhorod,Ukraine,,Myrhorod,
MXS,Maota,Samoa,,Maota,
MXT,Maintirano,Madagascar,,Maintirano,
MXU,Mullewa,Western Australia, Australia,Mullewa,
MXV,Mörön,Mongolia,,Moron,
MXW,Mandalgovi,Mongolia,,Mandalgovi,
MXX,Mora,Sweden,,Mora,
MXY,McCarthy,Alaska, United States,McCarthy,
MXZ,Meizhou,Guangdong, China,Meizhou,
MYA,Moruya,New South Wales, Australia,Moruya,
MYB,Mayumba,Gabon,,Mayumba,
MYC,Maracay,Venezuela,,Maracay,
MYD,Malindi,Kenya,,Malindi,
MYE,Miyake-jima, Japan,,Miyake-jima,
MYF,San Diego,California, United States,San Diego,
MYG,Mayaguana,Bahamas,,Mayaguana,
MYH,Marble Canyon,Arizona, United States,Marble Canyon,
MYI,Murray Island,Queensland, Australia,Murray Island,
MYJ,Matsuyama,Shikoku, Japan,Matsuyama,
MYK,May Creek,Alaska, United States,May Creek,
MYL,McCall,Idaho, United States,McCall,
MYM,Monkey Mountain,Guyana,,Monkey Mountain,
MYN,Ma'rib,Yemen,,Ma'rib,
MYO,Myroodah Station,Western Australia, Australia,Myroodah Station,
MYP,Mary,Turkmenistan,,Mary,
MYQ,Mysore,Karnataka, India,Mysore,
MYR,Myrtle Beach,South Carolina, United States,Myrtle Beach,
MYT,Myitkyina,Myanmar,,Myitkyina,
MYU,Mekoryuk,Alaska, United States,Mekoryuk,
MYV,Marysville,California, United States,Marysville,
MYW,Mtwara,Tanzania,,Mtwara,
MYX,Menyamya,Papua New Guinea,,Menyamya,
MYY,Miri,Sarawak, Malaysia,Miri,
MYZ,Monkey Bay,Malawi,,Monkey Bay,
MZA,Mazamari,Peru,,Mazamari,
MZB,Mocímboa da Praia,Mozambique,,Mocimboa da Praia,
MZC,Mitzic,Gabon,,Mitzic,
MZD,Santiago de Méndez,Ecuador,,Santiago de Mendez,
MZE,Manatee,Belize,,Manatee,
MZF,Mzamba,South Africa,,Mzamba,
MZG,Magong,Taiwan,,Magong,
MZH,Amasya,Turkey,,Amasya,
MZI,Mopti,Mali,,Mopti,
MZJ,Marana,Arizona, United States,Marana,
MZK,Marakei,Kiribati,,Marakei,
MZL,Manizales,Colombia,,Manizales,
MZM,Metz,Lorraine, France,Metz,
MZN,Minj,Papua New Guinea,,Minj,
MZO,Manzanillo,Cuba,,Manzanillo,
MZP,Motueka,New Zealand,,Motueka,
MZQ,Mkuze,South Africa,,Mkuze,
MZR,Mazar-i-Sharif,Afghanistan,,Mazar-i-Sharif,
MZT,Mazatlán,Sinaloa, Mexico,Mazatlan,
MZU,Muzaffarpur,Bihar, India,Muzaffarpur,
MZV,Mulu,Sarawak, Malaysia,Mulu,
MZW,Mécheria,Algeria,,Mecheria,
MZX,Mena,Ethiopia,,Mena,
MZY,Mossel Bay,South Africa,,Mossel Bay,
MZZ,Marion,Indiana, United States,Marion,
NAA,Narrabri,New South Wales, Australia,Narrabri,
NAC,Naracoorte,South Australia, Australia,Naracoorte,
NAD,Macanal,Colombia,,Macanal,
NAE,Natitingou,Benin,,Natitingou,
NAF,Banaina,Indonesia,,Banaina,
NAG,Nagpur,Maharashtra, India,Nagpur,
NAH,Tahuna,Indonesia,,Tahuna,
NAI,Annai,Guyana,,Annai,
NAJ,Nakhchivan,Azerbaijan,,Nakhchivan,
NAK,Nakhon Ratchasima,Thailand,,Nakhon Ratchasima,
NAL,Nalchik,Kabardino-Balkaria, Russia,Nalchik,
NAM,Namlea,Indonesia,,Namlea,
NAN,Nadi,Fiji,,Nadi,
NAO,Nanchong,Sichuan, China,Nanchong,
NAP,Naples,Campania, Italy,Naples,
NAQ,Qaanaaq,Greenland,,Qaanaaq,
NAR,Puerto Nare,Colombia,,Puerto Nare,
NAS,Nassau,New Providence,Bahamas,Nassau,
NAT,Natal,Rio Grande do Norte, Brazil,Natal,
NAU,Napuka,Tuamotus,French Polynesia,Napuka,
NAW,Narathiwat,Thailand,,Narathiwat,
NAY,Beijing, China,,Beijing,
NAZ,Star Harbour,Solomon Islands,,Star Harbour,
NBA,Nambaiyufa,Papua New Guinea,,Nambaiyufa,
NBB,Barranco Minas,Colombia,,Barranco Minas,
NBC,Nizhnekamsk/Naberezhnye Chelny,Tatarstan, Russia,Nizhnekamsk/Naberezhnye Chelny,
NBE,Enfidha,Tunisia,,Enfidha,
NBG,New Orleans,Louisiana, United States,New Orleans,
NBH,Nambucca Heads,New South Wales, Australia,Nambucca Heads,
NBL,San Blas,Panama,,San Blas,
NBN,Annobón,Equatorial Guinea,,Annobon,
NBO,Nairobi,Kenya,,Nairobi,
NBS,Baishan,Jilin, China,Baishan,
NBW,Guantánamo Bay,Cuba,,Guantanamo Bay,
NBX,Nabire,Indonesia,,Nabire,
NCA,North Caicos,British Overseas TerritoryofTurks and Caicos Islands,,North Caicos,
NCE,Nice,Provence-Alpes-Côte d'Azur, France,Nice,
NCG,Nuevo Casas Grandes,Chihuahua, Mexico,Nuevo Casas Grandes,
NCH,Nachingwea,Tanzania,,Nachingwea,
NCI,Necoclí,Colombia,,Necocli,
NCJ,Sunchales,Santa Fe, Argentina,Sunchales,
NCL,Newcastle upon Tyne,England, United Kingdom,Newcastle upon Tyne,
NCN,Chenega,Alaska, United States,Chenega,
NCO,North Kingstown,Rhode Island, United States,North Kingstown,
NCR,San Carlos,Nicaragua,,San Carlos,
NCS,Newcastle,South Africa,,Newcastle,
NCT,Nicoya,Costa Rica,,Nicoya,
NCU,Nukus,Uzbekistan,,Nukus,
NCY,Annecy,Rhône-Alpes, France,Annecy,
NDA,Banda Islands,Indonesia,,Banda Islands,
NDB,Nouadhibou,Mauritania,,Nouadhibou,
NDC,Nanded,Maharashtra, India,Nanded,
NDD,Sumbe,Angola,,Sumbe,
NDE,Mandera,Kenya,,Mandera,
NDF,N'dalatando,Angola,,N'dalatando,
NDG,Qiqihar,Heilongjiang, China,Qiqihar,
NDI,Namudi,Papua New Guinea,,Namudi,
NDJ,N'Djamena,Chad,,N'Djamena,
NDK,Namdrik Atoll,Marshall Islands,,Namdrik Atoll,
NDL,N'Délé(Ndele),Central African Republic,,N'Dele(Ndele),
NDM,Mendi,Ethiopia,,Mendi,
NDN,Nadunumu,Papua New Guinea,,Nadunumu,
NDR,Nador,Morocco,,Nador,
NDS,Sandstone,Western Australia, Australia,Sandstone,
NDU,Rundu,Namibia,,Rundu,
NDY,Sanday,Scotland, United Kingdom,Sanday,
NEA,Glynco, Georgia,Georgia,Glynco,
NEC,Necochea,Buenos Aires, Argentina,Necochea,
NEF,Neftekamsk,Bashkortostan, Russia,Neftekamsk,
NEG,Negril,Jamaica,,Negril,
NEJ,Nejo,Ethiopia,,Nejo,
NEK,Nekemte,Ethiopia,,Nekemte,
NEL,Lakehurst,New Jersey, United States,Lakehurst,
NEN,Jacksonville,Florida, United States,Jacksonville,
NER,Neryungri,Yakutia, Russia,Neryungri,
NEU,Sam Neua,Laos,,Sam Neua,
NEV,Nevis,Saint Kitts and Nevis,,Nevis,
NEW,New Orleans,Louisiana, United States,New Orleans,
NFG,Nefteyugansk,Khanty-Mansi Autonomous Okrug, Russia,Nefteyugansk,
NFL,Fallon,Nevada, United States,Fallon,
NFO,Niuafo'ou,Tonga,,Niuafo'ou,
NFR,Nafoora,Libya,,Nafoora,
NGA,Young,New South Wales, Australia,Young,
NGB,Ningbo,Zhejiang, China,Ningbo,
NGD,Anegada,British Overseas TerritoryofVirgin Islands,,Anegada,
NGE,Ngaoundéré,Cameroon,,Ngaoundere,
NGF,Kaneohe,Hawaii, United States,Kaneohe,
NGI,Gau Island,Fiji,,Gau Island,
NGK,Nogliki,Sakhalin Oblast, Russia,Nogliki,
NGL,Ngala,South Africa,,Ngala,
NGN,Narganá,Panama,,Nargana,
NGO,Nagoya,Honshu, Japan,Nagoya,
NGP,Corpus Christi,Texas, United States,Corpus Christi,
NGQ,Shiquanhe,Tibet Autonomous Region, China,Shiquanhe,
NGR,Ningerum,Papua New Guinea,,Ningerum,
NGS,Nagasaki,Kyushu, Japan,Nagasaki,
NGU,Norfolk,Virginia, United States,Norfolk,
NGW,Corpus Christi,Texas, United States,Corpus Christi,
NGX,Manang,Nepal,,Manang,
NHA,Nha Trang,Vietnam,,Nha Trang,
NHD,Dubai,United Arab Emirates,,Dubai,
NHF,New Halfa,Sudan,,New Halfa,
NHK,Patuxent River,Maryland, United States,Patuxent River,
NHS,Nushki,Pakistan,,Nushki,
NHT,Northolt,England, United Kingdom,Northolt,
NHV,Nuku Hiva,Marquesas Islands,French Polynesia,Nuku Hiva,
NHX,Foley,Alabama, United States,Foley,
NHZ,Brunswick,Maine, United States,Brunswick,
NIA,Nimba,Liberia,,Nimba,
NIB,Nikolai,Alaska, United States,Nikolai,
NIC,Nicosia,Cyprus,,Nicosia,
NIF,Nifty,Western Australia, Australia,Nifty,
NIG,Nikunau,Kiribati,,Nikunau,
NIK,Niokolo-Koba,Senegal,,Niokolo-Koba,
NIM,Niamey,Niger,,Niamey,
NIN,Ninilchik,Alaska, United States,Ninilchik,
NIO,Nioki,Democratic Republic of the Congo,,Nioki,
NIP,Jacksonville,Florida, United States,Jacksonville,
NIR,Beeville,Texas, United States,Beeville,
NIS,Simberi Island,Papua New Guinea,,Simberi Island,
NIT,Niort,Poitou-Charentes, France,Niort,
NIU,Niau,Tuamotus,French Polynesia,Niau,
NIX,Nioro du Sahel,Mali,,Nioro du Sahel,
NJA,Atsugi,Honshu, Japan,Atsugi,
NJC,Nizhnevartovsk,Khanty-Mansi Autonomous Okrug, Russia,Nizhnevartovsk,
NJF,Al Najaf,Iraq,,Al Najaf,
NJK,El Centro,California, United States,El Centro,
NKA,Ntoum(Nkan),Gabon,,Ntoum(Nkan),
NKB,Noonkanbah Station,Western Australia, Australia,Noonkanbah Station,
NKC,Nouakchott,Mauritania,,Nouakchott,
NKD,Sinak,Indonesia,,Sinak,
NKG,Nanjing,Jiangsu, China,Nanjing,
NKI,Naukati Bay,Alaska, United States,Naukati Bay,
NKL,Kolo Fuma,Democratic Republic of the Congo,,Kolo Fuma,
NKM,Nagoya,Honshu, Japan,Nagoya,
NKN,Nankina,Papua New Guinea,,Nankina,
NKO,Ankokoambo,Madagascar,,Ankokoambo,
NKP,Nukutepipi,Tuamotus,French Polynesia,Nukutepipi,
NKS,Nkongsamba,Cameroon,,Nkongsamba,
NKU,Nkau,Lesotho,,Nkau,
NKX,San Diego,California, United States,San Diego,
NKY,Nkayi(N'kayi),Republic of the Congo,,Nkayi(N'kayi),
NLA,Ndola,Zambia,,Ndola,
NLC,Lemoore,California, United States,Lemoore,
NLD,Nuevo Laredo,Tamaulipas, Mexico,Nuevo Laredo,
NLE,Niles,Michigan, United States,Niles,
NLF,Darnley Island,Queensland, Australia,Darnley Island,
NLG,Nelson Lagoon,Alaska, United States,Nelson Lagoon,
NLH,Ninglang,Yunnan, China,Ninglang,
NLI,Nikolayevsk-on-Amur,Khabarovsk Krai, Russia,Nikolayevsk-on-Amur,
NLK,Norfolk Island, Australia,,Norfolk Island,
NLL,Nullagine,Western Australia, Australia,Nullagine,
NLN,Arcata/Eureka,California, United States,Arcata/Eureka,
NLO,Kinshasa,Democratic Republic of the Congo,,Kinshasa,
NLP,Mbombela,South Africa,,Mbombela,
NLS,Nicholson,Western Australia, Australia,Nicholson,
NLT,Xinyuan,Xinjiang, China,Xinyuan,
NLU,Zumpango,State of Mexico, Mexico,Zumpango,
NLV,Mykolaiv,Ukraine,,Mykolaiv,
NMA,Namangan,Uzbekistan,,Namangan,
NMB,Daman,Daman and Diu, India,Daman,
NMC,Norman's Cay,Exuma Islands,Bahamas,Norman's Cay,
NME,Nightmute,Alaska, United States,Nightmute,
NMG,San Miguel,Panama,,San Miguel,
NML,Fort McMurray,Alberta, Canada,Fort McMurray,
NMN,Nomane,Papua New Guinea,,Nomane,
NMP,New Moon,Queensland, Australia,New Moon,
NMR,Nappa Merrie,Queensland, Australia,Nappa Merrie,
NMS,Nansang(Namsang),Myanmar,,Nansang(Namsang),
NMT,Namtu,Myanmar,,Namtu,
NNA,Kenitra,Morocco,,Kenitra,
NNB,Santa Ana Island(Owaraha),Solomon Islands,,Santa Ana Island(Owaraha),
NND,Nangade,Mozambique,,Nangade,
NNG,Nanning,Guangxi, China,Nanning,
NNI,Namutoni,Namibia,,Namutoni,
NNK,Naknek,Alaska, United States,Naknek,
NNL,Nondalton,Alaska, United States,Nondalton,
NNM,Naryan-Mar,Nenets Autonomous Okrug, Russia,Naryan-Mar,
NNR,Spiddal,Ireland,,Spiddal,
NNT,Nan,Thailand,,Nan,
NNU,Nanuque,Minas Gerais, Brazil,Nanuque,
NNX,Nunukan,Indonesia,,Nunukan,
NNY,Nanyang,Henan, China,Nanyang,
NOA,Nowra,New South Wales, Australia,Nowra,
NOB,Nosara,Costa Rica,,Nosara,
NOC,Knock,Ireland,,Knock,
NOD,Norden,Lower Saxony, Germany,Norden,
NOG,Nogales,Sonora, Mexico,Nogales,
NOI,Novorossiysk,Krasnodar Krai, Russia,Novorossiysk,
NOJ,Noyabrsk,Yamalo-Nenets Autonomous Okrug, Russia,Noyabrsk,
NOK,Nova Xavantina,Mato Grosso, Brazil,Nova Xavantina,
NOM,Nomad River,Papua New Guinea,,Nomad River,
NON,Nonouti,Kiribati,,Nonouti,
NOO,Naoro,Papua New Guinea,,Naoro,
NOP,Sinop,Turkey,,Sinop,
NOR,Nordfjordur,Iceland,,Nordfjordur,
NOS,Nosy Be,Madagascar,,Nosy Be,
NOT,Novato,California, United States,Novato,
NOU,Nouméa,New Caledonia,,Noumea,
NOV,Huambo,Angola,,Huambo,
NOZ,Novokuznetsk,Kemerovo Oblast, Russia,Novokuznetsk,
NPA,Pensacola,Florida, United States,Pensacola,
NPE,Napier/Hastings,New Zealand,,Napier/Hastings,
NPG,Nipa,Papua New Guinea,,Nipa,
NPH,Nephi,Utah, United States,Nephi,
NPL,New Plymouth,New Zealand,,New Plymouth,
NPO,Nanga Pinoh,Indonesia,,Nanga Pinoh,
NPP,Napperby,Northern Territory, Australia,Napperby,
NPR,Novo Progresso,Pará, Brazil,Novo Progresso,
NPT,Newport,Rhode Island, United States,Newport,
NPU,San Pedro de Urabá,Colombia,,San Pedro de Uraba,
NQA,Millington,Tennessee, United States,Millington,
NQI,Kingsville,Texas, United States,Kingsville,
NQL,Niquelândia,Goiás, Brazil,Niquelandia,
NQN,Neuquén,Neuquén, Argentina,Neuquen,
NQT,Nottingham,England, United Kingdom,Nottingham,
NQU,Nuquí,Colombia,,Nuqui,
NQX,Key West,Florida, United States,Key West,
NQY,Newquay,England, United Kingdom,Newquay,
NRA,Narrandera,New South Wales, Australia,Narrandera,
NRB,Mayport,Florida, United States,Mayport,
NRC,Crows Landing,California, United States,Crows Landing,
NRD,Norderney,Lower Saxony, Germany,Norderney,
NRE,Namrole,Indonesia,,Namrole,
NRG,Narrogin,Western Australia, Australia,Narrogin,
NRI,Afton,Oklahoma, United States,Afton,
NRK,Norrköping,Sweden,,Norrkoping,
NRL,North Ronaldsay,Scotland, United Kingdom,North Ronaldsay,
NRM,Nara,Mali,,Nara,
NRN,Weeze,North Rhine-Westphalia, Germany,Weeze,
NRR,Ceiba,Puerto Rico, United States,Ceiba,
NRS,Imperial Beach,California, United States,Imperial Beach,
NRT,Tokyo,Honshu, Japan,Tokyo,
NRY,Newry Station,Northern Territory, Australia,Newry Station,
NSB,Bimini,Bahamas,,Bimini,
NSE,Milton,Florida, United States,Milton,
NSH,Nowshahr,Iran,,Nowshahr,
NSI,Yaoundé,Cameroon,,Yaounde,
NSK,Norilsk,Krasnoyarsk Krai, Russia,Norilsk,
NSL,Slayton,Minnesota, United States,Slayton,
NSM,Norseman,Western Australia, Australia,Norseman,
NSN,Nelson,New Zealand,,Nelson,
NSO,Scone,New South Wales, Australia,Scone,
NST,Nakhon Si Thammarat,Thailand,,Nakhon Si Thammarat,
NSV,Noosaville,Queensland, Australia,Noosaville,
NSY,Catania,Sicily, Italy,Catania,
NTA,Natadola Bay,Fiji,,Natadola Bay,
NTB,Notodden,Norway,,Notodden,
NTC,Santa Carolina,Mozambique,,Santa Carolina,
NTD,Point Mugu,California, United States,Point Mugu,
NTE,Nantes,Pays de la Loire, France,Nantes,
NTG,Nantong,Jiangsu, China,Nantong,
NTI,Bintuni,Indonesia,,Bintuni,
NTJ,Manti,Utah,  United States,Manti,
NTL,Newcastle,New South Wales, Australia,Newcastle,
NTM,Miracema do Tocantins,Tocantins, Brazil,Miracema do Tocantins,
NTN,Normanton,Queensland, Australia,Normanton,
NTO,Santo Antão,Cape Verde,,Santo Antao,
NTQ,Wajima,Honshu, Japan,Wajima,
NTR,Monterrey,Nuevo León, Mexico,Monterrey,
NTT,Niuatoputapu,Tonga,,Niuatoputapu,
NTU,Virginia Beach,Virginia, United States,Virginia Beach,
NTX,Natuna Islands,Indonesia,,Natuna Islands,
NTY,Sun City,South Africa,,Sun City,
NUA,Nuwara Eliya,Sri Lanka,,Nuwara Eliya,
NUB,Numbulwar,Northern Territory, Australia,Numbulwar,
NUD,En Nahud,Sudan,,En Nahud,
NUE,Nuremberg,Bavaria, Germany,Nuremberg,
NUF,Hatton,Sri Lanka,,Hatton,
NUG,Nuguria,Papua New Guinea,,Nuguria,
NUH,Nunchía,Colombia,,Nunchia,
NUI,Nuiqsut,Alaska, United States,Nuiqsut,
NUJ,Hamadan,Iran,,Hamadan,
NUK,Nukutavake,Tuamotus,French Polynesia,Nukutavake,
NUL,Nulato,Alaska, United States,Nulato,
NUN,Pensacola,Florida, United States,Pensacola,
NUP,Nunapitchuk,Alaska, United States,Nunapitchuk,
NUQ,Mountain View,California, United States,Mountain View,
NUR,Nullarbor,South Australia, Australia,Nullarbor,
NUS,Norsup,Malakula,Vanuatu,Norsup,
NUT,Nutuve,Papua New Guinea,,Nutuve,
NUU,Nakuru,Kenya,,Nakuru,
NUW,Oak Harbor,Washington, United States,Oak Harbor,
NUX,Novy Urengoy,Yamalo-Nenets Autonomous Okrug, Russia,Novy Urengoy,
NVA,Neiva,Colombia,,Neiva,
NVD,Nevada,Missouri, United States,Nevada,
NVG,Nueva Guinea,Nicaragua,,Nueva Guinea,
NVI,Navoiy,Uzbekistan,,Navoiy,
NVK,Narvik,Norway,,Narvik,
NVN,Beckwourth,California, United States,Beckwourth,
NVP,Novo Aripuanã,Amazonas, Brazil,Novo Aripuana,
NVR,Veliky Novgorod,Novgorod Oblast, Russia,Veliky Novgorod,
NVS,Nevers,Burgundy, France,Nevers,
NVT,Navegantes,Santa Catarina, Brazil,Navegantes,
NVY,Neyveli,Tamil Nadu, India,Neyveli,
NWA,Mohéli,Comoros,,Moheli,
NWH,Newport,New Hampshire, United States,Newport,
NWI,Norwich,England, United Kingdom,Norwich,
NWT,Nowata,Papua New Guinea,,Nowata,
NYA,Nyagan,Khanty-Mansi Autonomous Okrug, Russia,Nyagan,
NYC,New York City,New York, United States,New York City,
NYE,Nyeri,Kenya,,Nyeri,
NYG,Quantico,Virginia, United States,Quantico,
NYI,Sunyani,Ghana,,Sunyani,
NYK,Nanyuki,Kenya,,Nanyuki,
NYM,Nadym,Yamalo-Nenets Autonomous Okrug, Russia,Nadym,
NYN,Nyngan,New South Wales, Australia,Nyngan,
NYO,Stockholm/Nyköping,Sweden,,Stockholm/Nykoping,
NYR,Nyurba,Yakutia, Russia,Nyurba,
NYT,Naypyidaw(Nay Pyi Taw),Myanmar,,Naypyidaw(Nay Pyi Taw),
NYU,Bagan/Nyaung-U,Myanmar,,Bagan/Nyaung-U,
NYW,Monywa,Myanmar,,Monywa,
NZA,Nzagi,Angola,,Nzagi,
NZC,Nazca,Peru,,Nazca,
NZE,Nzérékoré,Guinea,,Nzerekore,
NZH,Manzhouli,Inner Mongolia, China,Manzhouli,
NZL,Zhalantun,Inner Mongolia, China,Zhalantun,
NZY,San Diego,California, United States,San Diego,
OAA,Gardez,Afghanistan,,Gardez,
OAG,Orange,New South Wales, Australia,Orange,
OAH,Shindand,Afghanistan,,Shindand,
OAI,Bagram,Afghanistan,,Bagram,
OAJ,Jacksonville,North Carolina, United States,Jacksonville,
OAK,Oakland,California, United States,Oakland,
OAL,Cacoal,Rondônia, Brazil,Cacoal,
OAM,Oamaru,New Zealand,,Oamaru,
OAN,Olanchito,Honduras,,Olanchito,
OAR,Monterey/Marina,California, United States,Monterey/Marina,
OAS,Sharana,Afghanistan,,Sharana,
OAX,Oaxaca de Juárez,Oaxaca, Mexico,Oaxaca de Juarez,
OAZ,Girishk(Gereshk),Afghanistan,,Girishk(Gereshk),
OBA,Oban,Queensland, Australia,Oban,
OBC,Obock,Djibouti,,Obock,
OBD,Obano,Indonesia,,Obano,
OBE,Okeechobee,Florida, United States,Okeechobee,
OBF,Oberpfaffenhofen,Bavaria, Germany,Oberpfaffenhofen,
OBI,Óbidos,Pará, Brazil,Obidos,
OBL,Zoersel,Belgium,,Zoersel,
OBM,Morobe,Papua New Guinea,,Morobe,
OBN,Oban,Scotland, United Kingdom,Oban,
OBO,Obihiro,Hokkaido, Japan,Obihiro,
OBS,Aubenas,Rhône-Alpes, France,Aubenas,
OBU,Kobuk,Alaska, United States,Kobuk,
OBX,Obo,Papua New Guinea,,Obo,
OCA,Key Largo,Florida, United States,Key Largo,
OCC,Puerto Francisco de Orellana(Coca),Ecuador,,Puerto Francisco de Orellana(Coca),
OCE,Ocean City,Maryland, United States,Ocean City,
OCF,Ocala,Florida, United States,Ocala,
OCH,Nacogdoches,Texas, United States,Nacogdoches,
OCJ,Ocho Rios,Jamaica,,Ocho Rios,
OCM,Boolgeeda,Western Australia, Australia,Boolgeeda,
OCN,Oceanside,California, United States,Oceanside,
OCS,Corisco Island,Equatorial Guinea,,Corisco Island,
OCV,Ocaña,Colombia,,Ocana,
OCW,Washington,North Carolina, United States,Washington,
ODA,Ouadda,Central African Republic,,Ouadda,
ODB,Córdoba,Andalusia, Spain,Cordoba,
ODC,Oakdale,California, United States,Oakdale,
ODD,Oodnadatta,South Australia, Australia,Oodnadatta,
ODE,Odense,Denmark,,Odense,
ODH,Odiham,England, United Kingdom,Odiham,
ODJ,Ouanda Djallé,Central African Republic,,Ouanda Djalle,
ODL,Cordillo Downs,South Australia, Australia,Cordillo Downs,
ODM,Oakland,Maryland, United States,Oakland,
ODN,Long Seridan,Sarawak, Malaysia,Long Seridan,
ODO,Bodaybo,Irkutsk Oblast, Russia,Bodaybo,
ODR,Ord River,Western Australia, Australia,Ord River,
ODS,Odessa,Ukraine,,Odessa,
ODW,Oak Harbor,Washington, United States,Oak Harbor,
ODY,Muang Xay(Oudomxai),Laos,,Muang Xay(Oudomxai),
OEC,Oecussi,East Timor,,Oecussi,
OEL,Oryol(Orel),Oryol Oblast, Russia,Oryol(Orel),
OEM,Paloemeu,Suriname,,Paloemeu,
OEO,Osceola,Wisconsin, United States,Osceola,
OER,Örnsköldsvik,Sweden,,ornskoldsvik,
OES,San Antonio Oeste,Río Negro, Argentina,San Antonio Oeste,
OFF,Omaha,Nebraska, United States,Omaha,
OFI,Ouango Fitini,Ivory Coast,,Ouango Fitini,
OFJ,Ólafsfjörður,Iceland,,olafsfjordur,
OFK,Norfolk,Nebraska, United States,Norfolk,
OFU,Ofu Island,American Samoa,,Ofu Island,
OGA,Ogallala,Nebraska, United States,Ogallala,
OGB,Orangeburg,South Carolina, United States,Orangeburg,
OGD,Ogden,Utah, United States,Ogden,
OGE,Ogeramnang,Papua New Guinea,,Ogeramnang,
OGG,Kahului,Hawaii, United States,Kahului,
OGL,Georgetown,Guyana,,Georgetown,
OGM,Ustupo,Panama,,Ustupo,
OGN,Yonaguni,Yaeyama Islands, Japan,Yonaguni,
OGO,Abengourou,Ivory Coast,,Abengourou,
OGR,Bongor,Chad,,Bongor,
OGS,Ogdensburg,New York, United States,Ogdensburg,
OGU,Ordu/Giresun,Turkey,,Ordu/Giresun,
OGV,Ongava,Namibia,,Ongava,
OGX,Ouargla,Algeria,,Ouargla,
OGZ,Vladikavkaz,North Ossetia-Alania, Russia,Vladikavkaz,
OHA,Bulls,New Zealand,,Bulls,
OHB,Moramanga,Madagascar,,Moramanga,
OHD,Ohrid,Republic of Macedonia,,Ohrid,
OHE,Mohe,Heilongjiang, China,Mohe,
OHH,Okha,Sakhalin Oblast, Russia,Okha,
OHI,Oshakati,Namibia,,Oshakati,
OHO,Okhotsk,Khabarovsk Krai, Russia,Okhotsk,
OHR,Wyk auf Föhr,Schleswig-Holstein, Germany,Wyk auf Fohr,
OHS,Sohar,Oman,,Sohar,
OHT,Kohat,Pakistan,,Kohat,
OIA,Ourilândia do Norte,Pará, Brazil,Ourilandia do Norte,
OIC,Norwich,New York, United States,Norwich,
OIR,Okushiri,Okushiri Island, Japan,Okushiri,
OIT,Oita,Kyushu, Japan,Oita,
OJC,Olathe,Kansas, United States,Olathe,
OJU,Ampana,Tojo Una-Una Regency,Central Sulawesi,Ampana,
OKA,Okinawa,Ryukyu Islands, Japan,Okinawa,
OKB,Fraser Island,Queensland, Australia,Fraser Island,
OKC,Oklahoma City,Oklahoma, United States,Oklahoma City,
OKD,Sapporo,Hokkaido, Japan,Sapporo,
OKE,Okinoerabujima,Amami Islands, Japan,Okinoerabujima,
OKF,Okaukuejo,Namibia,,Okaukuejo,
OKG,Okoyo,Republic of the Congo,,Okoyo,
OKH,Oakham,England, United Kingdom,Oakham,
OKI,Dogo,Oki Islands, Japan,Dogo,
OKJ,Okayama,Honshu, Japan,Okayama,
OKK,Kokomo,Indiana, United States,Kokomo,
OKL,Oksibil,Indonesia,,Oksibil,
OKM,Okmulgee,Oklahoma, United States,Okmulgee,
OKN,Okondja,Gabon,,Okondja,
OKO,Fussa,Honshu, Japan,Fussa,
OKP,Oksapmin,Papua New Guinea,,Oksapmin,
OKQ,Okaba,Indonesia,,Okaba,
OKR,Yorke Island,Queensland, Australia,Yorke Island,
OKS,Oshkosh,Nebraska, United States,Oshkosh,
